zip,total,sub10k,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-60,60-75,75-100,100-125,125-150,150-200,above200
12414,3989,288,147,231,279,205,164,255,237,221,562,340,497,240,162,84,77
12416,54,19,0,5,15,0,0,0,8,0,0,0,4,3,0,0,0
12417,243,0,18,0,6,23,38,0,16,0,31,0,57,54,0,0,0
12418,157,0,0,5,25,13,5,12,0,0,0,28,43,7,0,0,19
12419,180,30,14,0,0,0,44,0,0,0,26,22,0,28,0,5,11
12420,232,0,0,0,45,0,28,0,24,0,0,11,33,28,22,31,10
12421,189,6,12,0,26,0,16,28,6,5,25,5,46,4,5,0,5
12422,88,5,26,0,6,0,7,0,0,6,14,0,13,11,0,0,0
12423,430,42,25,57,18,38,8,8,45,21,14,20,45,37,19,29,4
12424,117,4,8,9,12,7,4,22,6,0,3,16,3,13,10,0,0
12427,124,12,0,0,6,0,0,0,19,0,0,0,20,40,8,19,0
12428,2425,173,124,173,135,133,198,58,252,136,153,228,322,147,46,86,61
12429,46,0,0,0,0,0,0,0,0,0,0,14,0,0,0,32,0
12430,457,22,29,35,3,8,55,9,31,42,73,47,43,43,14,3,0
12431,543,12,46,30,54,17,24,79,16,29,47,41,39,51,40,11,7
12432,216,0,0,7,7,33,0,7,0,0,51,64,15,8,0,15,9
12433,178,0,8,0,8,12,0,0,0,0,8,27,10,0,30,10,65
12434,276,33,48,21,3,32,8,28,18,0,44,17,6,18,0,0,0
12435,86,6,0,14,14,0,0,0,0,0,0,20,20,12,0,0,0
12436,239,0,12,0,0,22,23,10,0,22,11,0,27,93,19,0,0
12438,31,0,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0
12439,136,14,0,0,20,16,16,18,2,18,0,4,13,15,0,0,0
12440,964,48,8,72,47,66,71,19,64,0,114,117,156,83,15,54,30
12441,14,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0
12442,444,90,23,26,32,14,18,54,5,0,14,46,5,33,17,12,55
12443,1526,60,30,115,95,47,91,85,53,18,99,105,171,137,101,187,132
12444,218,17,12,14,25,37,26,11,12,12,13,8,25,0,2,0,4
12446,1784,218,24,112,23,117,33,29,113,68,194,307,154,115,116,63,98
12448,269,9,0,11,24,0,21,0,0,35,22,37,58,0,0,0,52
12449,1205,96,103,66,83,48,82,80,20,77,123,80,102,102,79,24,40
12450,39,0,27,0,0,0,0,0,12,0,0,0,0,0,0,0,0
12451,710,41,21,12,44,37,55,32,79,12,40,112,103,65,36,21,0
12452,92,0,22,14,0,3,0,0,13,0,3,8,29,0,0,0,0
12453,145,0,0,0,0,15,42,0,0,21,0,0,5,0,0,0,62
12454,123,10,0,10,7,0,4,4,3,7,12,8,37,15,6,0,0
12455,894,99,48,52,57,37,42,103,36,56,98,71,65,55,25,38,12
12456,197,0,15,0,0,16,0,54,24,17,7,22,34,8,0,0,0
12457,423,53,83,0,29,18,9,4,9,0,16,18,91,33,24,13,23
12458,870,0,73,35,52,52,34,76,76,28,105,66,90,101,66,8,8
12459,107,0,0,0,18,0,0,0,32,0,0,0,46,0,0,0,11
12460,131,0,25,9,6,6,0,0,0,0,45,18,0,5,17,0,0
12461,971,81,118,42,7,28,39,11,0,11,74,123,113,132,32,83,77
12463,512,50,26,31,12,73,17,15,16,55,35,45,56,19,52,0,10
12464,511,30,29,41,24,44,19,43,6,5,94,31,32,25,0,71,17
12465,111,36,0,0,0,6,0,0,0,0,27,0,8,5,20,0,9
12466,1029,32,45,50,46,7,17,85,89,49,70,153,146,67,48,56,69
12468,475,36,26,60,32,15,44,17,27,46,44,27,37,31,7,2,24
12469,309,8,23,34,16,19,8,12,12,11,41,15,42,29,23,16,0
12470,268,39,60,0,17,0,0,29,10,0,52,27,0,9,25,0,0
12471,204,34,0,0,0,30,0,0,0,37,34,36,33,0,0,0,0
12472,697,25,34,54,33,0,60,49,73,19,63,47,120,57,63,0,0
12473,374,10,35,38,0,0,0,0,0,18,0,81,60,36,0,66,30
12474,533,14,22,32,31,69,22,41,34,18,68,46,61,17,44,5,9
12475,123,0,0,0,0,20,0,33,0,16,9,0,9,8,28,0,0
12477,7303,256,422,422,423,309,267,297,236,396,597,824,964,744,477,324,345
12480,311,20,23,93,19,0,4,0,9,12,35,48,14,0,13,9,12
12481,557,60,45,27,7,18,16,49,6,7,89,83,30,53,0,57,10
12482,266,0,11,23,20,71,46,12,8,15,9,8,19,0,24,0,0
12483,141,0,0,6,6,26,0,25,0,0,15,6,16,41,0,0,0
12484,1118,30,15,107,0,85,39,63,50,4,89,48,145,87,144,195,17
12485,342,25,28,7,24,13,24,0,78,13,15,84,23,3,4,1,0
12486,549,28,8,8,0,33,11,9,39,18,38,108,106,65,23,9,46
12487,1248,36,13,86,46,49,85,67,59,54,43,170,125,110,123,112,70
12489,206,0,0,0,18,0,49,0,47,0,0,26,46,0,20,0,0
12490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12491,798,23,87,35,64,30,16,10,57,46,52,40,94,89,105,26,24
12492,156,11,3,0,7,13,23,4,7,7,20,20,11,30,0,0,0
12493,119,14,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0
12494,295,9,0,14,19,29,25,0,0,24,41,44,43,13,26,0,8
12495,163,67,0,0,0,0,7,0,0,0,24,0,5,8,11,25,16
12496,676,26,91,23,24,19,29,36,16,48,41,72,103,79,15,34,20
12498,2333,198,115,30,94,60,114,46,61,105,173,261,309,192,172,200,203
12501,946,43,56,0,9,18,74,73,79,23,54,89,134,80,22,119,73
12502,416,16,15,8,15,12,17,34,20,7,26,59,80,77,3,6,21
12503,350,14,9,12,6,12,17,11,12,24,48,26,51,39,15,39,15
12504,17,0,0,0,5,0,0,0,0,0,5,7,0,0,0,0,0
12507,42,6,0,0,0,0,0,0,0,0,0,26,6,0,0,0,4
12508,7381,425,469,365,440,432,214,240,229,183,354,677,1129,988,504,572,160
12512,71,0,0,0,0,0,0,0,5,0,0,24,0,14,9,0,19
12513,266,0,0,27,0,14,47,16,0,0,0,67,36,0,40,19,0
12514,1096,17,42,10,37,54,9,7,40,24,102,150,176,85,128,138,77
12515,560,32,11,0,121,39,0,12,0,31,34,63,68,64,30,34,21
12516,760,38,7,39,64,44,111,22,11,0,40,108,58,98,56,36,28
12517,248,8,11,0,8,27,11,7,0,0,40,8,50,68,0,0,10
12518,2302,66,83,72,95,29,66,104,108,54,122,263,378,208,210,213,231
12520,1204,34,27,15,0,25,54,37,29,0,92,146,202,183,78,140,142
12521,521,17,33,7,25,5,23,50,21,21,29,25,107,79,28,36,15
12522,2120,147,124,42,92,95,140,80,93,77,200,336,265,261,79,30,59
12523,679,10,14,23,39,19,57,56,9,14,66,89,116,35,61,38,33
12524,5989,131,214,123,240,334,282,231,207,119,491,572,925,671,552,562,335
12525,1075,57,13,19,66,0,54,53,29,42,105,69,183,155,54,120,56
12526,1477,52,50,92,69,70,36,64,76,99,96,178,184,152,79,99,81
12527,37,0,0,0,0,0,0,0,0,0,0,0,0,14,8,15,0
12528,5139,305,106,210,246,132,378,199,227,137,479,391,778,645,260,435,211
12529,950,31,12,48,23,23,39,20,38,76,117,67,93,147,69,106,41
12530,51,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
12531,1182,43,22,24,90,15,17,47,23,27,148,71,118,175,102,123,137
12533,8411,195,83,198,158,219,344,123,178,245,359,967,1038,1046,828,1099,1331
12534,7485,551,484,277,425,632,464,340,486,326,700,866,719,578,266,161,210
12538,5296,287,149,301,183,217,182,135,196,135,485,377,855,750,450,342,252
12540,2582,47,16,57,43,72,82,18,81,64,284,198,320,437,198,308,357
12542,2342,53,91,148,181,172,175,58,112,79,112,262,373,165,119,165,77
12543,1131,70,88,53,38,84,52,40,28,31,116,76,124,110,111,73,37
12545,2037,103,85,94,50,134,57,35,132,37,98,282,330,201,48,222,129
12546,1216,41,56,45,58,62,98,84,36,60,90,136,193,118,37,49,53
12547,1055,17,31,28,58,61,44,7,13,37,131,149,116,101,129,43,90
12548,586,66,34,34,23,0,67,11,0,0,60,31,120,48,69,11,12
12549,3629,71,116,75,58,88,146,247,81,175,151,386,473,509,419,470,164
12550,18354,1834,693,1245,802,1081,875,646,662,581,1170,1658,2355,1637,1098,1285,732
12553,9197,224,184,468,372,265,379,447,591,430,495,1095,1166,1113,675,756,537
12561,6109,433,394,382,235,218,266,207,306,160,235,586,868,623,286,401,509
12563,2406,31,98,101,150,72,41,44,88,55,199,150,396,434,186,227,134
12564,2572,86,33,99,133,84,117,121,63,43,181,235,323,256,214,278,306
12565,630,74,38,43,29,34,46,44,30,34,30,45,101,28,17,29,8
12566,3701,149,42,160,206,47,137,128,47,215,174,328,522,660,312,385,189
12567,1155,17,59,11,45,72,89,60,41,36,71,168,173,105,58,62,88
12569,3893,105,124,192,114,53,98,124,137,265,322,372,708,461,302,230,286
12570,2475,33,24,54,39,16,29,167,62,90,141,259,373,340,145,335,368
12571,4054,108,185,114,228,277,138,143,120,126,340,330,596,345,314,323,367
12572,3626,89,175,158,128,160,186,78,140,121,256,439,443,327,245,200,481
12574,150,0,0,0,0,0,0,0,0,0,0,66,33,32,0,0,19
12575,606,0,12,17,0,27,0,0,0,14,53,27,161,44,52,55,144
12577,521,35,0,13,12,9,0,22,61,19,16,46,76,21,83,61,47
12578,850,16,11,53,0,42,12,22,23,57,61,43,138,152,43,127,50
12580,1625,76,31,43,97,69,40,100,53,0,114,140,287,140,142,219,74
12581,782,27,15,42,18,28,9,41,44,42,67,122,125,63,20,59,60
12582,1453,10,23,36,30,61,32,37,27,24,78,60,261,181,307,182,104
12583,844,67,40,17,20,106,42,35,30,38,84,72,98,75,47,47,26
12585,326,10,30,0,0,19,0,0,0,10,0,16,34,79,15,82,31
12586,4251,237,246,221,98,104,152,217,74,175,329,533,534,469,309,426,127
12589,4716,227,141,135,162,176,175,149,125,151,267,532,614,853,367,361,281
12590,13038,331,260,304,344,559,361,381,596,508,838,1679,2206,1703,1123,1113,732
12592,454,0,8,0,9,0,42,41,53,7,76,40,96,37,35,0,10
12594,1348,0,72,11,106,54,42,26,15,25,166,174,299,104,60,142,52
12601,15323,1697,1085,1068,1194,752,845,847,636,464,963,1369,1871,767,701,559,505
12603,15471,322,771,572,474,623,529,543,587,555,1212,1451,2291,1759,1290,1554,938
12604,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
12701,4326,711,338,596,350,132,228,360,70,155,293,352,373,191,84,75,18
12719,494,37,54,11,28,9,45,37,5,4,42,48,62,21,28,17,46
12720,109,0,12,0,0,0,15,0,0,15,0,0,55,0,0,12,0
12721,2140,75,97,104,74,45,158,152,101,54,226,259,360,122,102,151,60
12722,74,0,0,0,35,0,21,0,0,0,0,0,0,0,0,18,0
12723,781,43,0,32,39,65,42,75,31,29,37,138,80,64,40,26,40
12724,174,0,0,0,22,0,25,10,0,0,0,47,42,9,19,0,0
12725,91,9,4,7,9,4,6,7,0,3,2,5,25,2,0,4,4
12726,550,14,32,19,24,44,13,37,17,6,67,69,77,52,29,44,6
12729,764,33,91,104,12,28,9,19,14,0,97,75,110,83,21,32,36
12732,375,28,39,23,4,54,21,23,16,11,15,29,64,23,9,10,6
12733,189,18,6,15,0,8,36,9,6,25,26,20,15,0,0,5,0
12734,318,9,80,4,0,5,35,28,0,0,4,45,67,0,12,16,13
12736,91,0,15,0,0,15,8,11,10,5,0,12,12,0,0,3,0
12737,781,62,32,5,35,45,48,30,28,43,47,86,167,42,70,25,16
12738,206,8,16,5,0,0,0,8,7,0,46,5,56,5,0,0,50
12740,762,26,69,12,27,18,29,54,45,9,124,80,122,66,17,45,19
12741,149,3,16,19,7,6,6,0,3,0,12,28,27,3,19,0,0
12742,98,22,0,0,5,0,0,10,9,0,13,25,3,8,0,3,0
12743,148,16,0,16,0,0,0,9,0,11,22,17,31,6,5,10,5
12745,70,0,0,0,0,0,0,8,0,0,11,43,0,0,0,0,8
12746,410,0,0,15,7,22,0,17,38,10,70,33,78,80,11,29,0
12747,541,65,22,14,6,44,16,7,41,43,25,92,85,24,17,40,0
12748,825,74,28,18,75,13,24,26,85,1,65,168,59,90,29,46,24
12749,192,21,18,0,0,21,20,23,0,18,0,18,25,28,0,0,0
12750,44,0,0,0,6,5,0,5,0,0,13,6,0,0,0,0,9
12751,335,4,65,55,46,16,9,13,0,4,32,30,25,29,0,7,0
12752,78,0,8,0,10,3,2,5,3,0,11,9,7,12,0,8,0
12754,2607,319,170,259,233,152,98,143,83,59,154,270,311,116,96,42,102
12758,1766,139,165,135,43,55,81,78,109,82,140,164,224,134,128,50,39
12759,538,46,32,102,0,25,25,31,37,0,72,77,57,11,23,0,0
12760,235,25,0,21,3,11,42,0,17,0,19,0,43,18,13,10,13
12762,210,0,12,23,7,0,0,60,0,7,9,80,0,0,0,0,12
12763,311,0,28,0,24,0,17,15,41,0,32,37,56,10,27,12,12
12764,728,37,33,27,46,45,66,29,45,31,46,88,94,52,31,30,28
12765,369,0,26,0,27,8,17,8,9,26,87,25,48,37,12,27,12
12766,172,0,0,2,0,0,10,0,18,0,54,31,13,25,19,0,0
12767,37,0,0,8,0,0,0,0,5,0,0,0,10,1,4,9,0
12768,373,0,49,33,25,28,15,61,24,10,24,28,32,0,15,23,6
12769,49,0,11,0,0,12,0,0,0,0,0,16,0,0,10,0,0
12770,106,0,0,12,0,0,19,0,5,5,10,16,11,0,0,5,23
12771,5381,323,457,441,373,220,410,247,222,255,322,527,510,438,292,210,134
12775,805,17,28,7,10,7,52,29,32,7,84,132,130,94,73,80,23
12776,833,56,53,16,43,51,13,54,49,33,92,138,145,50,11,11,18
12777,334,4,9,13,3,18,11,9,23,13,20,50,39,52,16,32,22
12778,104,0,0,0,26,0,29,8,0,0,0,0,41,0,0,0,0
12779,661,72,31,72,16,85,22,42,51,27,36,61,29,56,56,0,5
12780,934,74,106,71,62,31,56,33,75,78,121,59,68,64,30,0,6
12781,119,0,0,26,0,0,0,0,8,10,8,0,67,0,0,0,0
12783,692,10,12,17,20,30,34,5,35,53,106,139,96,79,0,47,9
12784,31,20,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
12785,404,32,56,0,8,47,13,22,0,31,33,0,42,84,6,18,12
12786,184,15,39,0,0,0,20,0,13,62,0,35,0,0,0,0,0
12787,192,2,37,7,14,0,5,10,0,0,38,0,10,22,33,9,5
12788,781,36,33,86,51,77,38,48,41,14,19,118,55,81,23,16,45
12789,762,75,21,59,37,70,33,21,10,53,62,80,108,40,60,33,0
12790,1912,109,102,85,138,70,110,129,124,168,218,168,231,77,85,74,24
12791,270,23,15,21,19,20,12,34,26,0,7,31,19,23,0,0,20
12792,133,19,0,6,0,28,0,0,22,18,10,7,4,0,0,0,19
12801,6747,514,534,486,403,480,373,354,283,291,562,580,744,602,179,211,151
12803,3231,84,180,140,159,169,145,78,81,148,470,421,512,422,90,82,50
12804,10887,459,526,392,439,465,416,550,383,433,937,1507,1563,991,762,656,408
12808,210,0,4,8,2,28,5,19,13,2,12,19,35,27,22,8,6
12809,1333,69,74,22,43,64,55,71,63,70,84,148,235,221,42,53,19
12810,254,15,12,8,26,7,11,9,15,22,22,6,66,16,4,13,2
12811,57,0,36,0,0,0,0,21,0,0,0,0,0,0,0,0,0
12812,44,0,0,0,0,4,0,0,4,4,0,16,5,0,0,6,5
12814,688,28,12,61,34,37,20,25,39,7,122,115,91,23,16,19,39
12815,442,20,15,14,46,17,12,31,14,17,58,41,59,44,25,16,13
12816,1905,118,115,169,103,101,66,89,91,106,136,260,255,137,85,53,21
12817,930,15,75,52,41,94,38,30,38,50,90,116,133,81,38,6,33
12819,138,5,11,0,6,11,8,10,15,7,6,45,9,1,0,2,2
12821,186,0,0,46,9,45,8,7,31,5,0,19,8,8,0,0,0
12822,2331,150,115,109,77,189,115,115,125,97,150,308,446,152,54,87,42
12823,153,28,15,0,17,0,0,0,0,0,15,0,35,43,0,0,0
12824,409,7,20,0,20,28,29,0,19,8,58,51,41,39,19,34,36
12827,1409,96,43,81,86,64,61,27,48,43,125,127,382,83,70,58,15
12828,3693,173,168,154,178,206,193,259,146,302,288,571,534,219,105,78,119
12831,6618,168,331,198,337,190,214,212,317,237,447,662,844,1046,663,488,264
12832,2611,164,171,278,222,119,116,111,138,110,199,412,238,175,64,64,30
12833,1674,67,85,57,33,101,51,103,64,64,177,224,259,161,103,57,68
12834,2536,73,114,107,138,95,189,168,133,74,119,268,366,286,193,130,83
12835,1070,50,81,49,37,94,48,38,53,53,170,155,127,43,33,18,21
12836,292,3,30,10,8,6,23,20,6,14,27,48,44,32,10,7,4
12837,352,12,10,23,50,17,49,22,17,14,45,10,39,12,4,28,0
12838,253,4,0,30,3,9,4,6,10,24,27,29,30,54,14,5,4
12839,5390,273,460,212,286,373,500,315,382,150,572,589,646,276,108,151,97
12841,59,0,11,10,21,0,0,0,5,0,0,8,0,0,0,2,2
12842,352,28,14,30,9,18,22,19,26,13,30,63,46,22,3,5,4
12843,157,0,11,5,16,4,21,11,0,5,43,14,14,0,0,13,0
12844,69,0,0,7,0,0,0,0,0,0,0,7,40,0,7,0,8
12845,2097,153,56,47,89,82,146,69,84,50,124,238,274,246,163,159,117
12846,1263,43,52,41,48,80,43,87,71,50,113,97,329,110,69,24,6
12847,152,0,8,15,4,10,12,6,0,7,22,7,21,2,23,4,11
12849,160,0,0,11,0,0,12,0,14,0,0,85,0,0,15,23,0
12850,1134,33,122,7,30,63,16,10,29,38,118,128,156,118,142,79,45
12851,100,9,3,7,8,0,8,9,0,11,7,17,10,3,2,0,6
12852,208,4,5,7,26,16,13,14,14,14,19,23,20,19,9,5,0
12853,563,52,64,40,52,43,7,17,40,25,75,28,72,22,2,24,0
12855,78,7,7,1,1,2,9,2,5,4,5,15,15,3,0,0,2
12856,33,0,6,5,0,0,0,0,0,15,0,0,3,0,4,0,0
12857,214,7,7,4,21,21,6,13,14,21,12,37,22,18,8,1,2
12858,28,3,0,0,4,0,0,2,0,0,6,3,0,0,0,0,10
12859,949,132,38,15,0,51,44,63,43,17,126,45,191,94,25,31,34
12860,221,0,80,3,7,3,10,10,14,8,32,4,21,10,0,7,12
12861,304,5,3,5,5,28,14,20,4,24,42,37,39,35,32,0,11
12862,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
12863,261,11,20,0,19,0,7,5,0,7,16,50,51,27,27,21,0
12864,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
12865,1620,119,82,76,113,59,68,49,133,74,144,236,261,102,52,40,12
12866,15799,818,618,722,692,882,702,482,488,418,1292,1501,2173,1409,1271,1161,1170
12870,508,20,21,57,24,47,39,38,1,2,38,64,60,46,18,33,0
12871,1670,38,62,87,81,76,54,90,113,74,131,232,212,167,70,112,71
12872,28,3,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0
12873,296,24,20,0,37,41,12,10,11,18,48,15,35,9,9,0,7
12874,81,3,0,2,0,3,6,4,2,0,11,13,8,14,5,5,5
12878,344,15,16,12,40,23,30,21,14,7,41,44,41,14,16,10,0
12883,2220,121,168,210,160,139,33,99,139,103,193,189,440,109,31,77,9
12884,122,6,2,21,3,12,12,0,2,5,16,11,10,14,2,6,0
12885,1917,95,105,93,122,141,114,80,84,139,149,276,226,124,30,52,87
12886,102,5,9,19,0,0,0,0,0,0,26,16,4,23,0,0,0
12887,2043,143,142,181,133,117,97,112,109,81,273,213,230,94,22,83,13
12901,13241,1288,972,959,903,729,968,721,407,513,1134,1042,1406,949,482,467,301
12903,602,61,16,30,11,43,28,40,21,36,76,71,56,35,34,38,6
12910,629,31,46,16,60,47,52,11,38,18,54,109,48,35,45,15,4
12911,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
12912,825,45,76,38,63,55,46,21,17,40,73,98,120,83,22,22,6
12913,553,25,38,10,29,31,19,32,35,11,72,94,75,33,13,31,5
12914,359,35,18,10,15,8,31,26,14,13,24,48,41,23,21,30,2
12916,826,91,32,56,54,42,10,69,47,31,76,92,108,31,6,29,52
12917,541,49,17,39,31,15,37,31,30,14,47,78,76,48,26,0,3
12918,844,16,59,9,36,46,4,44,53,52,83,116,123,137,52,0,14
12919,1200,68,79,92,77,118,61,34,53,36,137,81,242,86,18,18,0
12920,1031,103,55,55,124,22,56,24,29,49,68,118,149,75,74,10,20
12921,916,16,14,37,37,51,31,69,37,47,94,149,172,42,18,52,50
12922,24,0,4,0,0,1,0,0,2,0,11,3,2,1,0,0,0
12923,241,28,8,15,35,20,7,3,18,8,20,16,33,21,2,2,5
12924,37,0,0,0,9,0,0,9,0,0,11,0,8,0,0,0,0
12926,797,38,54,35,41,37,23,61,38,64,67,92,108,52,34,14,39
12927,109,2,3,0,2,11,7,0,0,8,17,23,10,0,14,7,5
12928,767,27,62,51,46,64,21,39,57,69,58,92,85,30,7,23,36
12929,373,16,24,32,32,16,40,26,9,13,53,37,35,27,9,4,0
12930,309,13,24,10,36,26,13,22,10,15,13,14,47,41,11,14,0
12932,568,22,36,33,14,17,43,55,42,26,65,37,70,60,19,24,5
12933,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
12934,411,47,22,25,28,29,44,8,22,11,50,35,30,36,9,9,6
12935,583,32,41,35,5,50,33,30,27,84,50,58,33,49,11,30,15
12936,201,18,16,9,4,11,4,4,14,6,19,38,17,12,11,7,11
12937,719,80,68,40,63,62,26,14,47,24,77,64,62,45,36,5,6
12939,106,8,2,0,13,0,7,0,20,2,11,9,6,26,2,0,0
12941,577,5,20,14,27,33,17,11,24,28,79,77,87,78,12,34,31
12942,344,15,17,23,20,6,22,24,39,26,13,44,52,7,19,5,12
12943,99,6,11,6,4,8,0,13,2,0,14,0,23,7,3,0,2
12944,1844,108,122,76,65,111,52,164,173,109,145,173,301,119,39,53,34
12945,201,0,0,21,17,20,0,0,0,11,17,25,16,16,32,2,24
12946,2352,207,68,208,11,139,185,45,99,197,141,282,288,160,104,115,103
12950,323,23,16,5,20,48,4,35,15,17,12,42,48,31,3,4,0
12952,228,27,22,25,4,15,18,5,10,0,20,16,51,12,0,3,0
12953,4694,485,295,293,278,187,224,236,230,176,347,469,655,393,199,132,95
12955,173,16,4,6,13,8,6,3,2,3,11,52,20,15,5,6,3
12956,314,0,12,0,9,11,35,0,12,33,43,53,36,12,24,34,0
12957,809,73,120,79,64,15,104,47,3,38,57,53,84,60,5,3,4
12958,786,69,63,110,20,37,59,58,71,53,17,47,93,75,0,14,0
12959,666,59,63,19,60,21,0,22,56,32,64,53,78,98,17,24,0
12960,465,0,19,26,22,18,58,7,13,28,33,18,102,72,49,0,0
12961,119,0,0,0,0,45,11,0,0,0,10,33,13,7,0,0,0
12962,2367,117,17,56,117,56,72,121,60,40,195,364,455,288,203,153,53
12964,51,0,0,1,0,0,0,4,0,0,0,19,5,10,0,6,6
12965,188,21,24,11,5,29,12,11,9,17,3,18,11,13,4,0,0
12966,1239,109,66,68,88,117,57,57,31,84,104,120,183,94,29,26,6
12967,453,42,7,26,25,26,20,21,32,20,52,80,40,50,12,0,0
12969,177,7,19,9,12,18,10,21,5,9,20,12,21,8,3,3,0
12970,135,0,9,0,11,18,7,20,11,0,11,27,12,6,2,1,0
12972,2429,39,139,79,26,22,144,83,184,111,206,368,249,241,221,178,139
12973,87,10,6,0,8,4,0,2,11,5,5,20,13,0,2,1,0
12974,603,58,120,15,42,19,57,34,4,13,32,44,79,52,15,13,6
12975,148,0,4,4,13,29,11,11,4,0,0,32,19,5,0,16,0
12976,98,9,8,0,2,12,0,2,2,21,4,8,8,4,9,7,2
12977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12978,93,0,0,0,0,0,0,0,0,0,0,51,11,12,0,19,0
12979,1127,40,108,81,59,58,33,50,16,39,92,126,121,118,68,99,19
12980,553,84,42,39,25,22,45,36,28,33,51,44,49,24,5,18,8
12981,1113,80,43,80,44,23,90,22,64,0,127,132,179,95,42,72,20
12983,3617,177,275,186,347,134,143,153,209,138,303,416,502,305,130,134,65
12985,495,15,28,3,17,3,33,128,17,7,13,46,100,35,50,0,0
12986,2447,114,153,160,111,164,105,97,152,96,203,278,492,142,75,58,47
12987,153,33,0,0,18,16,29,12,13,4,0,4,6,0,18,0,0
12989,440,13,22,25,9,14,23,44,10,24,32,56,80,59,24,2,3
12992,2074,148,156,155,73,126,74,114,60,40,196,326,299,166,97,9,35
12993,643,70,17,20,15,55,40,74,46,40,73,50,48,58,17,12,8
12996,875,67,9,86,39,40,45,105,84,17,66,103,126,30,33,20,5
12997,522,13,19,49,23,14,10,29,24,33,55,71,74,47,30,17,14
12998,178,7,32,0,0,35,6,0,39,30,0,13,16,0,0,0,0
13020,59,3,0,0,11,0,20,0,3,4,5,0,7,3,3,0,0
13021,16340,1288,1019,1171,979,929,730,932,854,665,1580,1535,1682,1312,720,574,370
13024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13026,567,15,13,22,19,46,7,42,30,8,39,77,122,56,34,26,11
13027,13158,437,616,562,649,599,384,568,437,445,1180,1304,2014,1420,943,842,758
13028,584,8,18,17,87,5,103,84,19,20,62,32,33,24,22,29,21
13029,2901,139,86,145,77,238,209,26,69,62,240,358,556,211,232,161,92
13030,1510,43,46,78,50,63,68,70,108,83,134,262,231,124,78,34,38
13031,6118,155,183,266,258,253,275,170,227,283,529,752,864,620,513,425,345
13032,5317,364,330,248,250,217,311,354,171,287,491,716,754,313,280,133,98
13033,1462,70,60,76,61,72,51,88,70,49,175,173,189,123,96,78,31
13034,748,21,21,28,27,27,22,50,60,49,84,57,119,77,40,39,27
13035,3111,161,91,120,128,135,96,92,200,85,312,361,429,292,145,192,272
13036,3173,256,200,133,166,184,125,118,193,140,208,413,470,240,160,146,21
13037,3297,170,64,214,110,169,188,136,157,65,258,509,452,367,211,180,47
13039,6613,218,162,63,198,204,123,240,382,238,537,826,1174,743,683,544,278
13040,986,39,77,62,66,54,69,38,63,76,85,118,108,80,28,21,2
13041,3854,28,64,52,67,81,107,199,241,153,324,449,678,590,300,322,199
13042,1068,26,77,115,38,60,30,59,75,28,140,168,135,81,8,5,23
13044,864,30,20,73,45,27,62,38,54,77,49,61,155,126,9,7,31
13045,10840,865,838,627,653,604,603,489,784,383,1037,1019,1266,588,383,518,183
13051,53,40,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
13052,702,31,38,38,31,62,53,44,20,18,73,105,85,48,30,13,13
13053,1757,124,53,110,66,42,117,42,111,66,159,233,241,127,92,135,39
13054,563,106,17,40,15,0,21,49,35,13,60,73,103,31,0,0,0
13057,6450,345,536,336,256,311,415,278,345,271,470,957,844,495,222,267,102
13060,1006,38,66,43,69,14,41,50,28,28,113,163,149,96,47,23,38
13061,473,16,25,10,7,17,25,15,65,22,39,45,78,45,16,33,15
13062,98,0,0,0,9,0,0,22,7,32,0,0,28,0,0,0,0
13063,664,20,7,50,5,41,28,52,35,22,46,31,81,93,61,31,61
13064,17,0,0,2,0,0,0,0,0,0,0,3,6,0,3,0,3
13066,5104,87,114,219,108,132,136,222,273,157,310,612,602,560,360,471,741
13068,2302,156,60,98,72,46,134,110,114,73,181,288,459,255,115,72,69
13069,9350,852,503,593,534,742,633,476,619,356,585,967,1243,429,364,188,266
13071,385,6,27,15,29,9,19,15,41,16,33,52,76,25,16,6,0
13072,277,25,29,16,5,21,12,22,8,12,20,25,61,10,7,4,0
13073,2717,123,140,121,113,91,183,86,158,185,334,285,251,331,207,35,74
13074,1739,108,34,89,162,133,154,69,76,48,178,216,260,132,17,53,10
13076,858,41,49,29,37,54,59,62,33,6,55,62,142,76,127,18,8
13077,2609,200,69,94,98,88,200,104,213,159,208,349,326,185,108,191,17
13078,3692,73,88,138,140,110,56,97,174,112,386,279,478,368,343,356,494
